EmployeeID,Name,Department,Location,Grade,MonthlySalary,OvertimeHours,OvertimePay,AbsenceDays,PerformanceRating,AttritionRiskScore,PromotionEligible,Month
EMP00960,Liam Kim,Customer Success,Remote,G1,4642.69,3,120.53,0,3.9,35,FALSE,Mar
EMP00960,Liam Kim,Customer Success,Remote,G1,4670.30,3,121.25,0,3.6,40,FALSE,Apr
EMP00961,Sarah Okafor,Sales,Singapore,G2,7255.88,11,690.72,0,4.1,70,FALSE,Jan
EMP00961,Sarah Okafor,Sales,Singapore,G2,7284.90,14,882.61,3,4.3,79,TRUE,Feb
EMP00961,Sarah Okafor,Sales,Singapore,G2,7321.18,21,1330.51,2,4.3,68,TRUE,Mar
EMP00961,Sarah Okafor,Sales,Singapore,G2,7364.72,18,1147.22,0,4.3,68,TRUE,Apr
EMP00962,Kevin Jones,Customer Success,Singapore,G3,8059.65,11,767.23,2,3.3,25,FALSE,Jan
EMP00962,Kevin Jones,Customer Success,Singapore,G3,8091.89,1,70.03,3,3.4,19,FALSE,Feb
EMP00962,Kevin Jones,Customer Success,Singapore,G3,8132.19,3,211.13,1,3.4,20,FALSE,Mar
EMP00962,Kevin Jones,Customer Success,Singapore,G3,8180.54,12,849.53,1,3.2,37,FALSE,Apr
EMP00963,Mateo Rivera,Customer Success,London,G3,7883.03,3,204.66,1,2.4,47,FALSE,Jan
EMP00963,Mateo Rivera,Customer Success,London,G3,7914.56,5,342.46,2,2.3,46,FALSE,Feb
EMP00963,Mateo Rivera,Customer Success,London,G3,7953.98,5,344.17,3,2.2,44,FALSE,Mar
EMP00963,Mateo Rivera,Customer Success,London,G3,8001.28,4,276.97,0,2.2,45,FALSE,Apr
EMP00964,Priya Jackson,Customer Success,New York,G3,8038.17,3,208.69,1,4.5,12,TRUE,Jan
EMP00964,Priya Jackson,Customer Success,New York,G3,8070.32,12,838.09,5,4.3,24,TRUE,Feb
EMP00964,Priya Jackson,Customer Success,New York,G3,8110.51,8,561.51,2,4.1,17,FALSE,Mar
EMP00964,Priya Jackson,Customer Success,New York,G3,8158.74,9,635.45,4,4.2,18,FALSE,Apr
EMP00965,Mateo Anderson,Customer Success,New York,G2,7303.84,7,442.45,0,3.3,43,FALSE,Jan
EMP00965,Mateo Anderson,Customer Success,New York,G2,7333.06,12,761.52,0,3.2,43,FALSE,Feb
EMP00965,Mateo Anderson,Customer Success,New York,G2,7369.57,3,191.33,4,3.4,38,FALSE,Mar
EMP00965,Mateo Anderson,Customer Success,New York,G2,7413.40,5,320.78,4,3.2,38,FALSE,Apr
EMP00966,Yuki Davis,Engineering,Remote,G4,11216.10,9,873.58,2,4.5,28,TRUE,Jan
EMP00966,Yuki Davis,Engineering,Remote,G4,11260.96,27,2631.22,2,4.5,30,TRUE,Feb
EMP00966,Yuki Davis,Engineering,Remote,G4,11317.04,20,1958.76,3,4.4,30,TRUE,Mar
EMP00966,Yuki Davis,Engineering,Remote,G4,11384.34,26,2561.53,0,4.2,36,FALSE,Apr
EMP00967,Patricia Davis,HR,New York,G3,8520.60,0,0.00,3,4.2,55,FALSE,Jan
EMP00967,Patricia Davis,HR,New York,G3,8554.68,4,296.13,4,4.2,51,FALSE,Feb
EMP00967,Patricia Davis,HR,New York,G3,8597.29,2,148.80,1,4.3,57,TRUE,Mar
EMP00967,Patricia Davis,HR,New York,G3,8648.41,4,299.37,0,4.2,50,FALSE,Apr
EMP00968,George Nguyen,Finance,Singapore,G3,10706.00,12,1111.80,2,4.6,52,TRUE,Jan
EMP00968,George Nguyen,Finance,Singapore,G3,10748.82,7,651.14,0,4.8,44,TRUE,Feb
EMP00968,George Nguyen,Finance,Singapore,G3,10802.35,5,467.42,3,4.8,56,TRUE,Mar
EMP00968,George Nguyen,Finance,Singapore,G3,10866.59,4,376.16,1,4.6,42,TRUE,Apr
EMP00969,Jessica White,Sales,London,G3,10378.71,8,718.54,3,3.0,64,FALSE,Jan
EMP00969,Jessica White,Sales,London,G3,10420.22,10,901.77,2,3.1,52,FALSE,Feb
EMP00969,Jessica White,Sales,London,G3,10472.12,7,634.38,3,3.0,50,FALSE,Mar
EMP00969,Jessica White,Sales,London,G3,10534.39,10,911.65,0,3.2,60,FALSE,Apr
EMP00970,Linda Martinez,Customer Success,New York,G3,7656.14,2,132.51,0,3.3,17,FALSE,Jan
EMP00970,Linda Martinez,Customer Success,New York,G3,7686.76,10,665.21,1,3.1,35,FALSE,Feb
EMP00970,Linda Martinez,Customer Success,New York,G3,7725.05,13,869.08,4,2.9,28,FALSE,Mar
EMP00970,Linda Martinez,Customer Success,New York,G3,7770.98,5,336.25,2,3.0,23,FALSE,Apr
EMP00971,Amanda Brown,Finance,Remote,G3,9818.51,10,849.70,1,3.3,28,FALSE,Jan
EMP00971,Amanda Brown,Finance,Remote,G3,9857.78,3,255.93,2,3.1,24,FALSE,Feb
EMP00971,Amanda Brown,Finance,Remote,G3,9906.88,13,1114.55,0,3.5,34,FALSE,Mar
EMP00971,Amanda Brown,Finance,Remote,G3,9965.79,1,86.24,3,3.2,23,FALSE,Apr
EMP00972,Matthew Roberts,Finance,New York,G2,6789.05,1,58.75,3,3.8,10,FALSE,Jan
EMP00972,Matthew Roberts,Finance,New York,G2,6816.21,6,353.93,0,4.0,9,FALSE,Feb
EMP00972,Matthew Roberts,Finance,New York,G2,6850.15,15,889.22,5,3.5,9,FALSE,Mar
EMP00972,Matthew Roberts,Finance,New York,G2,6890.89,7,417.44,3,3.7,9,FALSE,Apr
EMP00973,Joshua Moore,HR,Remote,G1,3207.92,4,111.05,1,3.1,64,FALSE,Jan
EMP00973,Joshua Moore,HR,Remote,G1,3220.75,6,167.23,2,3.8,73,FALSE,Feb
EMP00973,Joshua Moore,HR,Remote,G1,3236.79,10,280.11,2,3.8,70,FALSE,Mar
EMP00973,Joshua Moore,HR,Remote,G1,3256.04,6,169.07,3,3.8,66,FALSE,Apr
EMP00974,Amanda Chowdhury,HR,New York,G3,8760.07,2,151.62,3,2.5,55,FALSE,Jan
EMP00974,Amanda Chowdhury,HR,New York,G3,8795.11,2,152.23,4,2.7,51,FALSE,Feb
EMP00974,Amanda Chowdhury,HR,New York,G3,8838.91,5,382.46,0,2.6,47,FALSE,Mar
EMP00974,Amanda Chowdhury,HR,New York,G3,8891.47,6,461.68,0,2.7,52,FALSE,Apr
EMP00975,Christopher Miller,Operations,Singapore,G1,4139.98,27,967.34,0,2.8,34,FALSE,Jan
EMP00975,Christopher Miller,Operations,Singapore,G1,4156.54,15,539.56,1,2.9,42,FALSE,Feb
EMP00975,Christopher Miller,Operations,Singapore,G1,4177.24,44,1590.60,2,3.0,51,FALSE,Mar
EMP00975,Christopher Miller,Operations,Singapore,G1,4202.08,24,872.76,6,2.9,38,FALSE,Apr
EMP00976,Joseph Clark,Operations,New York,G1,3486.45,28,844.81,0,4.1,30,FALSE,Jan
EMP00976,Joseph Clark,Operations,New York,G1,3500.40,8,242.34,0,4.2,21,FALSE,Feb
EMP00976,Joseph Clark,Operations,New York,G1,3517.83,23,700.20,0,4.2,22,FALSE,Mar
EMP00976,Joseph Clark,Operations,New York,G1,3538.75,9,275.62,4,4.2,19,FALSE,Apr
EMP00977,George Rodriguez,Sales,Remote,G4,11066.26,14,1340.75,1,3.3,37,FALSE,Jan
EMP00977,George Rodriguez,Sales,Remote,G4,11110.53,12,1153.81,3,3.7,36,FALSE,Feb
EMP00977,George Rodriguez,Sales,Remote,G4,11165.86,18,1739.33,4,3.7,31,FALSE,Mar
EMP00977,George Rodriguez,Sales,Remote,G4,11232.25,13,1263.65,2,3.8,31,FALSE,Apr
EMP00978,Carol Lopez,Sales,London,G4,12990.59,11,1236.63,2,3.7,63,FALSE,Jan
EMP00978,Carol Lopez,Sales,London,G4,13042.55,7,790.09,0,3.5,54,FALSE,Feb
EMP00978,Carol Lopez,Sales,London,G4,13107.51,19,2155.22,4,3.4,72,FALSE,Mar
EMP00978,Carol Lopez,Sales,London,G4,13185.45,15,1711.61,3,3.8,68,FALSE,Apr
EMP00979,Sandra Martin,HR,New York,G2,7084.49,1,61.31,6,3.7,48,FALSE,Jan
EMP00979,Sandra Martin,HR,New York,G2,7112.83,6,369.33,1,3.7,52,FALSE,Feb
EMP00979,Sandra Martin,HR,New York,G2,7148.25,7,433.03,0,3.7,63,FALSE,Mar
EMP00979,Sandra Martin,HR,New York,G2,7190.76,8,497.83,0,3.8,56,FALSE,Apr
EMP00980,Joseph Jones,Operations,New York,G1,5158.44,19,848.18,0,3.7,33,FALSE,Jan
EMP00980,Joseph Jones,Operations,New York,G1,5179.07,29,1299.77,1,3.8,39,FALSE,Feb
EMP00980,Joseph Jones,Operations,New York,G1,5204.87,27,1216.16,1,3.7,42,FALSE,Mar
EMP00980,Joseph Jones,Operations,New York,G1,5235.82,24,1087.46,0,3.6,45,FALSE,Apr
EMP00981,Omar Nguyen,Engineering,New York,G4,13629.34,26,3066.66,0,3.8,63,FALSE,Jan
EMP00981,Omar Nguyen,Engineering,New York,G4,13683.86,27,3197.35,0,3.8,70,FALSE,Feb
EMP00981,Omar Nguyen,Engineering,New York,G4,13752.00,24,2856.24,2,3.9,62,FALSE,Mar
EMP00981,Omar Nguyen,Engineering,New York,G4,13833.78,27,3232.38,0,4.0,68,FALSE,Apr
EMP00982,Joshua Nelson,Engineering,Remote,G3,10507.29,9,818.37,1,3.8,11,FALSE,Jan
EMP00982,Joshua Nelson,Engineering,Remote,G3,10549.32,22,2008.47,3,3.3,14,FALSE,Feb
EMP00982,Joshua Nelson,Engineering,Remote,G3,10601.86,25,2293.72,1,3.6,18,FALSE,Mar
EMP00982,Joshua Nelson,Engineering,Remote,G3,10664.90,27,2491.94,0,3.3,16,FALSE,Apr
EMP00983,Lisa Nelson,Engineering,Singapore,G4,13729.48,16,1901.04,0,3.8,76,FALSE,Jan
EMP00983,Lisa Nelson,Engineering,Singapore,G4,13784.40,5,596.45,3,3.8,73,FALSE,Feb
EMP00983,Lisa Nelson,Engineering,Singapore,G4,13853.05,35,4195.96,0,3.7,81,FALSE,Mar
EMP00983,Lisa Nelson,Engineering,Singapore,G4,13935.42,16,1929.56,1,3.8,77,FALSE,Apr
EMP00984,Emily Nguyen,Finance,London,G1,3320.23,12,344.80,3,3.3,56,FALSE,Jan
EMP00984,Emily Nguyen,Finance,London,G1,3333.51,4,115.39,0,3.4,51,FALSE,Feb
EMP00984,Emily Nguyen,Finance,London,G1,3350.11,1,28.99,0,3.4,64,FALSE,Mar
EMP00984,Emily Nguyen,Finance,London,G1,3370.03,7,204.15,3,3.3,51,FALSE,Apr
EMP00985,David Miller,Finance,New York,G3,10336.44,1,89.45,3,3.9,35,FALSE,Jan
EMP00985,David Miller,Finance,New York,G3,10377.79,2,179.62,2,3.7,34,FALSE,Feb
EMP00985,David Miller,Finance,New York,G3,10429.47,4,361.03,4,3.7,43,FALSE,Mar
EMP00985,David Miller,Finance,New York,G3,10491.49,8,726.35,2,3.6,40,FALSE,Apr
EMP00986,Andrew Hernandez,Customer Success,Toronto,G3,9292.28,13,1045.40,0,2.8,55,FALSE,Jan
EMP00986,Andrew Hernandez,Customer Success,Toronto,G3,9329.45,6,484.42,1,2.7,54,FALSE,Feb
EMP00986,Andrew Hernandez,Customer Success,Toronto,G3,9375.91,9,730.25,4,2.6,56,FALSE,Mar
EMP00986,Andrew Hernandez,Customer Success,Toronto,G3,9431.66,8,652.97,4,2.6,63,FALSE,Apr
EMP00987,Yuki White,Customer Success,London,G1,4595.77,4,159.09,0,4.7,67,TRUE,Jan
EMP00987,Yuki White,Customer Success,London,G1,4614.15,11,439.24,2,4.8,72,TRUE,Feb
EMP00987,Yuki White,Customer Success,London,G1,4637.13,18,722.34,2,4.8,68,TRUE,Mar
EMP00987,Yuki White,Customer Success,London,G1,4664.71,5,201.84,3,4.8,70,TRUE,Apr
EMP00988,Lisa Okafor,HR,Toronto,G3,9006.93,4,311.78,0,2.7,77,FALSE,Jan
EMP00988,Lisa Okafor,HR,Toronto,G3,9042.96,3,234.77,2,2.7,70,FALSE,Feb
EMP00988,Lisa Okafor,HR,Toronto,G3,9087.99,5,393.24,3,2.9,68,FALSE,Mar
EMP00988,Lisa Okafor,HR,Toronto,G3,9142.03,7,553.81,1,2.8,75,FALSE,Apr
EMP00989,Kenneth Davis,Finance,Remote,G5,15926.73,2,275.66,3,2.7,55,FALSE,Jan
EMP00989,Kenneth Davis,Finance,Remote,G5,15990.44,11,1522.20,4,3.1,70,FALSE,Feb
EMP00989,Kenneth Davis,Finance,Remote,G5,16070.07,2,278.14,1,2.6,57,FALSE,Mar
EMP00989,Kenneth Davis,Finance,Remote,G5,16165.63,10,1398.98,2,2.9,66,FALSE,Apr
EMP00990,Andrew Scott,Sales,Remote,G1,3299.01,2,57.10,2,3.7,62,FALSE,Jan
EMP00990,Andrew Scott,Sales,Remote,G1,3312.21,16,458.62,1,3.3,65,FALSE,Feb
EMP00990,Andrew Scott,Sales,Remote,G1,3328.70,6,172.84,2,3.5,59,FALSE,Mar
EMP00990,Andrew Scott,Sales,Remote,G1,3348.50,6,173.87,2,3.2,61,FALSE,Apr
EMP00991,Michelle Baker,HR,Toronto,G1,3721.85,3,96.63,4,3.7,50,FALSE,Jan
EMP00991,Michelle Baker,HR,Toronto,G1,3736.74,5,161.69,6,4.0,47,FALSE,Feb
EMP00991,Michelle Baker,HR,Toronto,G1,3755.35,9,292.49,4,4.0,50,FALSE,Mar
EMP00991,Michelle Baker,HR,Toronto,G1,3777.68,0,0.00,2,4.0,39,FALSE,Apr
EMP00992,Olivia Gonzalez,Sales,London,G2,6140.39,14,743.95,4,4.1,74,FALSE,Jan
EMP00992,Olivia Gonzalez,Sales,London,G2,6164.95,16,853.62,0,3.9,78,FALSE,Feb
EMP00992,Olivia Gonzalez,Sales,London,G2,6195.65,4,214.47,0,3.7,69,FALSE,Mar
EMP00992,Olivia Gonzalez,Sales,London,G2,6232.50,14,755.11,0,3.8,74,FALSE,Apr
EMP00993,Aisha Baker,Engineering,New York,G5,17288.77,30,4488.52,2,4.1,12,FALSE,Jan
EMP00993,Aisha Baker,Engineering,New York,G5,17357.93,30,4506.47,1,4.2,18,FALSE,Feb
EMP00993,Aisha Baker,Engineering,New York,G5,17444.37,31,4679.88,1,4.1,20,FALSE,Mar
EMP00993,Aisha Baker,Engineering,New York,G5,17548.10,40,6074.46,5,4.2,20,FALSE,Apr
EMP00994,Jessica Martinez,Engineering,Singapore,G3,9272.52,9,722.20,3,3.5,51,FALSE,Jan
EMP00994,Jessica Martinez,Engineering,Singapore,G3,9309.61,6,483.39,3,3.3,52,FALSE,Feb
EMP00994,Jessica Martinez,Engineering,Singapore,G3,9355.97,12,971.60,2,3.1,57,FALSE,Mar
EMP00994,Jessica Martinez,Engineering,Singapore,G3,9411.61,22,1791.86,2,3.3,64,FALSE,Apr
EMP00995,David White,Sales,London,G2,6653.56,1,57.58,3,4.7,66,TRUE,Jan
EMP00995,David White,Sales,London,G2,6680.17,6,346.86,2,4.6,69,TRUE,Feb
EMP00995,David White,Sales,London,G2,6713.44,22,1278.16,3,4.5,82,TRUE,Mar
EMP00995,David White,Sales,London,G2,6753.36,5,292.22,1,4.7,77,TRUE,Apr
EMP00996,Jessica Anderson,Operations,Remote,G2,6665.89,15,865.30,0,4.5,86,TRUE,Jan
EMP00996,Jessica Anderson,Operations,Remote,G2,6692.55,27,1563.77,1,4.7,84,TRUE,Feb
EMP00996,Jessica Anderson,Operations,Remote,G2,6725.88,24,1396.94,3,4.7,84,TRUE,Mar
EMP00996,Jessica Anderson,Operations,Remote,G2,6765.88,25,1463.80,0,4.7,89,TRUE,Apr
EMP00997,Hiroshi Thompson,Sales,Toronto,G3,8491.26,3,220.45,0,3.7,23,FALSE,Jan
EMP00997,Hiroshi Thompson,Sales,Toronto,G3,8525.23,6,442.66,0,3.2,26,FALSE,Feb
EMP00997,Hiroshi Thompson,Sales,Toronto,G3,8567.68,15,1112.17,3,3.2,33,FALSE,Mar
EMP00997,Hiroshi Thompson,Sales,Toronto,G3,8618.63,9,671.27,4,3.3,20,FALSE,Apr
EMP00998,Omar Moore,Sales,Remote,G3,10640.44,11,1012.91,0,2.9,75,FALSE,Jan
EMP00998,Omar Moore,Sales,Remote,G3,10683.00,12,1109.41,2,2.9,74,FALSE,Feb
EMP00998,Omar Moore,Sales,Remote,G3,10736.20,4,371.64,1,2.9,74,FALSE,Mar
EMP00998,Omar Moore,Sales,Remote,G3,10800.05,5,467.32,3,2.7,80,FALSE,Apr
EMP00999,Sarah Johnson,Operations,London,G3,7945.72,28,1925.35,0,3.7,59,FALSE,Jan
EMP00999,Sarah Johnson,Operations,London,G3,7977.50,11,759.41,1,3.5,52,FALSE,Feb
EMP00999,Sarah Johnson,Operations,London,G3,8017.23,46,3191.54,4,3.6,57,FALSE,Mar
EMP00999,Sarah Johnson,Operations,London,G3,8064.91,48,3350.10,2,3.4,58,FALSE,Apr
EMP01000,Patricia Lopez,Engineering,Remote,G4,13921.25,11,1325.22,1,4.5,51,TRUE,Jan
EMP01000,Patricia Lopez,Engineering,Remote,G4,13976.93,21,2540.09,1,4.2,39,FALSE,Feb
EMP01000,Patricia Lopez,Engineering,Remote,G4,14046.54,46,5591.71,3,4.6,50,TRUE,Mar
EMP01000,Patricia Lopez,Engineering,Remote,G4,14130.07,38,4646.71,3,4.2,51,FALSE,Apr
EMP01001,Nia Roberts,Sales,London,G3,8646.26,1,74.82,3,3.3,57,FALSE,Jan
EMP01001,Nia Roberts,Sales,London,G3,8680.85,6,450.75,4,3.2,65,FALSE,Feb
EMP01001,Nia Roberts,Sales,London,G3,8724.08,19,1434.47,0,3.1,66,FALSE,Mar
EMP01001,Nia Roberts,Sales,London,G3,8775.95,1,75.95,2,3.2,51,FALSE,Apr
EMP01002,Aisha Allen,Sales,Singapore,G4,11407.73,2,197.45,0,4.2,52,FALSE,Jan
EMP01002,Aisha Allen,Sales,Singapore,G4,11453.36,5,495.59,2,4.5,58,TRUE,Feb
EMP01002,Aisha Allen,Sales,Singapore,G4,11510.40,21,2091.83,0,4.2,62,FALSE,Mar
EMP01002,Aisha Allen,Sales,Singapore,G4,11578.85,8,801.63,1,4.2,46,FALSE,Apr
EMP01003,Noah Davis,Finance,Singapore,G3,10190.34,1,88.19,3,3.1,52,FALSE,Jan
EMP01003,Noah Davis,Finance,Singapore,G3,10231.10,13,1151.02,2,3.5,61,FALSE,Feb
EMP01003,Noah Davis,Finance,Singapore,G3,10282.05,15,1334.71,0,3.6,69,FALSE,Mar
EMP01003,Noah Davis,Finance,Singapore,G3,10343.20,3,268.53,1,3.5,61,FALSE,Apr
EMP01004,John Williams,Sales,New York,G3,10329.20,13,1162.06,4,3.3,37,FALSE,Jan
EMP01004,John Williams,Sales,New York,G3,10370.52,7,628.23,1,3.0,35,FALSE,Feb
EMP01004,John Williams,Sales,New York,G3,10422.16,13,1172.52,3,3.5,37,FALSE,Mar
EMP01004,John Williams,Sales,New York,G3,10484.14,19,1723.87,0,3.7,45,FALSE,Apr
EMP01005,Sarah Martin,Operations,Toronto,G3,10353.15,14,1254.35,1,3.4,51,FALSE,Jan
EMP01005,Sarah Martin,Operations,Toronto,G3,10394.56,13,1169.41,2,3.1,46,FALSE,Feb
EMP01005,Sarah Martin,Operations,Toronto,G3,10446.33,30,2712.08,1,3.0,48,FALSE,Mar
EMP01005,Sarah Martin,Operations,Toronto,G3,10508.45,36,3273.85,2,3.1,48,FALSE,Apr
EMP01006,Aisha Nelson,HR,Toronto,G2,7139.23,3,185.35,0,4.4,43,TRUE,Jan
EMP01006,Aisha Nelson,HR,Toronto,G2,7167.79,2,124.06,3,4.5,47,TRUE,Feb
EMP01006,Aisha Nelson,HR,Toronto,G2,7203.48,4,249.36,2,4.4,41,TRUE,Mar
EMP01006,Aisha Nelson,HR,Toronto,G2,7246.32,3,188.13,3,4.7,51,TRUE,Apr
EMP01007,Fatima Taylor,Customer Success,Singapore,G3,9431.07,8,652.93,2,2.3,47,FALSE,Jan
EMP01007,Fatima Taylor,Customer Success,Singapore,G3,9468.79,5,409.72,1,2.0,56,FALSE,Feb
EMP01007,Fatima Taylor,Customer Success,Singapore,G3,9515.95,1,82.35,4,2.3,49,FALSE,Mar
EMP01007,Fatima Taylor,Customer Success,Singapore,G3,9572.54,11,911.25,3,2.5,53,FALSE,Apr
EMP01008,Andrew Lee,Sales,Remote,G3,8808.95,12,914.79,6,3.5,63,FALSE,Jan
EMP01008,Andrew Lee,Sales,Remote,G3,8844.19,4,306.15,0,3.8,50,FALSE,Feb
EMP01008,Andrew Lee,Sales,Remote,G3,8888.23,2,153.84,6,3.7,53,FALSE,Mar
EMP01008,Andrew Lee,Sales,Remote,G3,8941.08,16,1238.02,2,3.7,54,FALSE,Apr
EMP01009,Patricia Carter,Engineering,London,G1,3099.26,22,590.06,1,3.5,70,FALSE,Jan
EMP01009,Patricia Carter,Engineering,London,G1,3111.66,34,915.56,1,3.7,74,FALSE,Feb
EMP01009,Patricia Carter,Engineering,London,G1,3127.15,27,730.68,1,4.2,71,FALSE,Mar
EMP01009,Patricia Carter,Engineering,London,G1,3145.75,37,1007.26,3,3.8,67,FALSE,Apr
EMP01010,Amanda Clark,HR,Singapore,G2,5272.58,5,228.14,2,2.9,38,FALSE,Jan
EMP01010,Amanda Clark,HR,Singapore,G2,5293.67,5,229.06,2,3.2,26,FALSE,Feb
EMP01010,Amanda Clark,HR,Singapore,G2,5320.03,9,414.36,1,2.6,30,FALSE,Mar
EMP01010,Amanda Clark,HR,Singapore,G2,5351.67,6,277.88,4,3.0,26,FALSE,Apr
EMP01011,David Kowalski,Finance,Toronto,G1,3537.30,12,367.34,4,3.5,7,FALSE,Jan
EMP01011,David Kowalski,Finance,Toronto,G1,3551.45,4,122.94,0,3.6,7,FALSE,Feb
EMP01011,David Kowalski,Finance,Toronto,G1,3569.14,17,525.09,1,3.4,9,FALSE,Mar
EMP01011,David Kowalski,Finance,Toronto,G1,3590.36,5,155.36,3,3.6,12,FALSE,Apr
EMP01012,John Robinson,Finance,Singapore,G2,5475.38,12,568.61,0,4.2,39,FALSE,Jan
EMP01012,John Robinson,Finance,Singapore,G2,5497.28,4,190.29,1,4.2,44,FALSE,Feb
EMP01012,John Robinson,Finance,Singapore,G2,5524.66,0,0.00,6,4.3,49,TRUE,Mar
EMP01012,John Robinson,Finance,Singapore,G2,5557.51,1,48.09,4,4.2,39,FALSE,Apr
EMP01013,Robert Lee,HR,Singapore,G4,12872.20,6,668.38,2,3.9,49,FALSE,Jan
EMP01013,Robert Lee,HR,Singapore,G4,12923.69,6,671.05,0,3.8,57,FALSE,Feb
EMP01013,Robert Lee,HR,Singapore,G4,12988.05,3,337.20,1,4.0,60,FALSE,Mar
EMP01013,Robert Lee,HR,Singapore,G4,13065.28,2,226.13,3,3.9,59,FALSE,Apr
EMP01014,Aisha Miller,Sales,Toronto,G3,8631.75,10,746.99,1,3.3,17,FALSE,Jan
EMP01014,Aisha Miller,Sales,Toronto,G3,8666.28,15,1124.97,2,3.3,22,FALSE,Feb
EMP01014,Aisha Miller,Sales,Toronto,G3,8709.44,13,979.83,0,3.0,12,FALSE,Mar
EMP01014,Aisha Miller,Sales,Toronto,G3,8761.23,5,379.10,0,3.2,16,FALSE,Apr
EMP01015,Joshua White,HR,Toronto,G3,8675.10,5,375.37,2,2.5,29,FALSE,Jan
EMP01015,Joshua White,HR,Toronto,G3,8709.80,6,452.25,4,2.4,41,FALSE,Feb
EMP01015,Joshua White,HR,Toronto,G3,8753.18,9,681.75,1,2.2,33,FALSE,Mar
EMP01015,Joshua White,HR,Toronto,G3,8805.23,8,609.60,0,2.5,39,FALSE,Apr
EMP01016,Elizabeth Okafor,Sales,New York,G2,6779.24,11,645.34,0,3.6,84,FALSE,Jan
EMP01016,Elizabeth Okafor,Sales,New York,G2,6806.36,11,647.93,0,3.8,76,FALSE,Feb
EMP01016,Elizabeth Okafor,Sales,New York,G2,6840.25,11,651.15,3,4.0,84,FALSE,Mar
EMP01016,Elizabeth Okafor,Sales,New York,G2,6880.93,2,119.10,6,3.6,74,FALSE,Apr
EMP01017,Barbara Rivera,Customer Success,New York,G2,5742.43,10,496.95,0,3.2,67,FALSE,Jan
EMP01017,Barbara Rivera,Customer Success,New York,G2,5765.40,9,449.04,0,3.1,57,FALSE,Feb
EMP01017,Barbara Rivera,Customer Success,New York,G2,5794.11,10,501.42,2,3.3,71,FALSE,Mar
EMP01017,Barbara Rivera,Customer Success,New York,G2,5828.57,14,706.17,0,3.6,64,FALSE,Apr
EMP01018,Yuki Ramirez,Customer Success,London,G1,3741.04,6,194.25,0,4.1,16,FALSE,Jan
EMP01018,Yuki Ramirez,Customer Success,London,G1,3756.00,9,292.54,2,4.2,13,FALSE,Feb
EMP01018,Yuki Ramirez,Customer Success,London,G1,3774.71,1,32.67,2,4.2,12,FALSE,Mar
EMP01018,Yuki Ramirez,Customer Success,London,G1,3797.16,2,65.72,6,4.4,14,TRUE,Apr
EMP01019,Kenneth Gonzalez,Operations,Singapore,G2,5214.65,26,1173.32,1,3.8,37,FALSE,Jan
EMP01019,Kenneth Gonzalez,Operations,Singapore,G2,5235.51,25,1132.70,0,3.8,33,FALSE,Feb
EMP01019,Kenneth Gonzalez,Operations,Singapore,G2,5261.58,11,500.87,1,4.0,28,FALSE,Mar
EMP01019,Kenneth Gonzalez,Operations,Singapore,G2,5292.87,41,1877.99,2,3.6,36,FALSE,Apr
EMP01020,Lisa Johnson,Sales,Toronto,G2,6749.90,14,817.79,4,2.9,47,FALSE,Jan
EMP01020,Lisa Johnson,Sales,Toronto,G2,6776.90,6,351.88,1,2.5,46,FALSE,Feb
EMP01020,Lisa Johnson,Sales,Toronto,G2,6810.65,10,589.39,5,3.0,48,FALSE,Mar
EMP01020,Lisa Johnson,Sales,Toronto,G2,6851.15,9,533.61,0,2.8,42,FALSE,Apr
EMP01021,Mateo Moore,HR,New York,G3,10360.67,5,448.31,0,3.2,66,FALSE,Jan
EMP01021,Mateo Moore,HR,New York,G3,10402.11,7,630.14,3,2.9,74,FALSE,Feb
EMP01021,Mateo Moore,HR,New York,G3,10453.92,7,633.28,0,3.0,79,FALSE,Mar
EMP01021,Mateo Moore,HR,New York,G3,10516.08,2,182.01,4,3.1,73,FALSE,Apr
EMP01022,Noah Torres,HR,New York,G3,9566.15,6,496.71,3,3.3,60,FALSE,Jan
EMP01022,Noah Torres,HR,New York,G3,9604.41,2,166.23,2,3.4,53,FALSE,Feb
EMP01022,Noah Torres,HR,New York,G3,9652.25,7,584.71,1,3.4,61,FALSE,Mar
EMP01022,Noah Torres,HR,New York,G3,9709.64,7,588.19,3,3.4,60,FALSE,Apr
EMP01023,Joshua Tanaka,HR,Singapore,G3,9271.26,3,240.70,4,3.1,24,FALSE,Jan
EMP01023,Joshua Tanaka,HR,Singapore,G3,9308.35,2,161.11,1,3.1,15,FALSE,Feb
EMP01023,Joshua Tanaka,HR,Singapore,G3,9354.70,7,566.69,0,3.3,25,FALSE,Mar
EMP01023,Joshua Tanaka,HR,Singapore,G3,9410.33,8,651.50,0,3.2,25,FALSE,Apr
EMP01024,Anthony Tanaka,Sales,Toronto,G2,7408.52,2,128.23,0,3.8,67,FALSE,Jan
EMP01024,Anthony Tanaka,Sales,Toronto,G2,7438.15,14,901.18,3,3.8,76,FALSE,Feb
EMP01024,Anthony Tanaka,Sales,Toronto,G2,7475.20,13,840.98,2,3.8,79,FALSE,Mar
EMP01024,Anthony Tanaka,Sales,Toronto,G2,7519.65,19,1236.43,2,3.6,82,FALSE,Apr
EMP01025,Donald Davis,Sales,Toronto,G2,5803.72,12,602.71,5,4.2,30,FALSE,Jan
